Trial no.	Method 1	Method 2	Method 3	Method 4	Method 5	Method 6	Method 7	Method 8	Real contrib
3		-0.005659	0.008026	-0.005677	-0.010165	-0.007915	0.001762	-0.022521	-0.010369	1.025641
0		-0.016259	-0.037254	-0.017939	-0.106105	-0.061836	-0.037852	-0.110337	-0.074027	1.128205
1		0.010626	0.030650	0.010390	0.057106	0.033649	0.035706	0.081770	0.058696	0.923077
2		0.005528	0.008257	0.006419	-0.013781	-0.003638	0.008883	-0.019748	-0.005406	1.025641
3		0.003103	0.005709	0.004403	0.087891	0.045970	0.000687	0.075027	0.037788	0.923077
0		-0.034661	-0.019687	-0.032244	0.008301	-0.012203	-0.017300	0.002104	-0.007615	1.000000
1		-0.021043	-0.010856	-0.021217	0.056949	0.017421	0.021709	0.113115	0.067330	0.888889
2		0.041668	-0.012128	0.038159	-0.079242	-0.019872	-0.031891	-0.096766	-0.064270	1.111111
3		0.007067	0.042812	0.008705	0.029124	0.018798	0.033438	0.004867	0.019178	1.000000
0		0.013818	0.007537	0.015822	0.033742	0.024742	0.003884	0.024371	0.014123	0.975610
1		-0.046594	0.001114	-0.045258	-0.003642	-0.024544	0.005588	0.024520	0.015050	0.975610
2		0.028611	0.004863	0.026547	0.034305	0.030409	0.014632	0.025283	0.019955	0.975610
3		0.003787	-0.012285	0.002626	-0.058550	-0.027824	-0.021912	-0.067431	-0.044662	1.073171
0		-0.037474	-0.006246	-0.035389	-0.024182	-0.029804	-0.016184	-0.023685	-0.019932	1.025641
1		0.051572	0.007782	0.048317	-0.018464	0.015038	0.002457	-0.023859	-0.010693	1.025641
2		0.004337	-0.000935	0.004900	0.063394	0.034049	0.019031	0.079210	0.049103	0.923077
3		-0.018001	-0.000695	-0.017339	-0.014408	-0.015878	-0.003401	-0.023746	-0.013568	1.025641
0		0.072689	0.044006	0.069929	0.109876	0.089966	0.062391	0.119636	0.090977	0.888889
1		-0.016608	-0.005332	-0.015346	-0.009408	-0.012368	-0.016853	0.000967	-0.007955	1.000000
2		0.000234	-0.003227	0.002366	-0.006333	-0.001998	-0.014897	0.001221	-0.006848	1.000000
3		-0.043415	-0.027501	-0.044261	-0.073733	-0.059044	-0.021337	-0.097679	-0.059459	1.111111
0		-0.002226	-0.032484	-0.003283	0.172173	0.083923	-0.008044	0.149263	0.070103	0.842105
1		0.019804	0.032824	0.019993	-0.019754	0.000238	0.024935	-0.032916	-0.003804	1.052632
2		0.024211	0.024832	0.025010	-0.126023	-0.050057	-0.006996	-0.125157	-0.065696	1.157895
3		-0.049618	-0.037946	-0.049864	0.022935	-0.013681	-0.012006	0.056866	0.022208	0.947368
0		-0.079729	-0.056576	-0.076295	-0.013432	-0.044904	-0.059202	-0.004568	-0.031904	1.000000
1		0.053862	0.043069	0.051439	0.007764	0.029630	0.047400	0.001380	0.024406	1.000000
2		0.005063	0.011302	0.007402	0.003078	0.005243	0.003609	0.001535	0.002572	1.000000
3		0.020804	0.002205	0.017454	0.002590	0.010032	0.008194	0.001652	0.004925	1.000000
0		-0.030935	0.000801	-0.030124	0.004510	-0.012914	0.001344	0.024311	0.012822	0.975610
1		-0.006654	0.006504	-0.006035	0.021267	0.007531	0.013961	0.025248	0.019602	0.975610
2		0.020826	-0.003415	0.019621	-0.056610	-0.018259	-0.017989	-0.067317	-0.042641	1.073171
3		0.014680	-0.003549	0.014576	0.036494	0.025467	0.004483	0.024489	0.014481	0.975610
0		0.014781	0.025607	0.016312	-0.017664	-0.000710	0.009421	-0.021503	-0.006015	1.025641
1		-0.031187	-0.001821	-0.030526	-0.032197	-0.031363	0.001209	-0.021342	-0.010048	1.025641
2		0.008689	-0.028774	0.007495	0.079041	0.043339	-0.025651	0.071803	0.022995	0.923077
3		0.008586	0.002111	0.007469	-0.021276	-0.006932	0.012456	-0.021778	-0.004633	1.025641
0		-0.015253	0.009919	-0.015140	-0.017727	-0.016432	0.015311	-0.022259	-0.003448	1.025641
1		0.029167	0.009534	0.028976	-0.023107	0.002960	-0.002484	-0.021864	-0.012160	1.025641
2		-0.001161	0.003267	-0.001080	-0.014941	-0.008004	0.002128	-0.021984	-0.009911	1.025641
3		-0.014171	-0.025245	-0.014174	0.061972	0.023862	-0.016617	0.073452	0.028354	0.923077
0		0.017464	0.016018	0.018099	0.011567	0.014863	0.015684	-0.023570	-0.003929	1.025641
1		-0.068653	-0.045652	-0.067948	-0.032972	-0.050620	-0.040669	-0.024370	-0.032526	1.025641
2		0.066882	0.016659	0.064459	-0.006968	0.029073	0.005273	-0.023271	-0.008988	1.025641
3		-0.017437	0.014416	-0.016234	0.031525	0.007427	0.021902	0.079124	0.050492	0.923077
0		-0.056540	-0.014433	-0.050839	-0.005665	-0.028285	-0.038749	-0.001694	-0.020227	1.000000
1		0.050383	0.027508	0.047841	0.003919	0.025912	0.026538	0.000620	0.013583	1.000000
2		0.014583	-0.021457	0.011729	0.002909	0.007325	-0.008268	0.000339	-0.003966	1.000000
3		-0.008426	0.008381	-0.008731	-0.001163	-0.004953	0.020479	0.000735	0.010610	1.000000
0		0.002700	0.025596	0.003339	0.004942	0.004131	0.026597	-0.043792	-0.008483	1.052632
1		-0.036131	0.005550	-0.034828	0.046392	0.005287	0.022873	0.160572	0.091498	0.842105
2		0.047909	-0.005921	0.044742	-0.026572	0.009519	-0.016644	-0.042218	-0.029389	1.052632
3		-0.021703	-0.024115	-0.020219	-0.015483	-0.017880	-0.028252	-0.042448	-0.035327	1.052632
0		-0.001437	0.016209	0.000655	-0.074878	-0.037605	0.002659	-0.058221	-0.027507	1.081081
1		-0.026713	0.001991	-0.025709	-0.066380	-0.046310	-0.004889	-0.057359	-0.030888	1.081081
2		0.036121	-0.030710	0.032618	0.287323	0.161636	0.004386	0.246895	0.124551	0.756757
3		0.002865	0.003297	0.002221	-0.059868	-0.029229	-0.000841	-0.057247	-0.028791	1.081081
0		0.027996	0.037429	0.027557	0.055983	0.041746	0.048495	0.076436	0.062435	0.930233
1		-0.039589	-0.012328	-0.039784	-0.060090	-0.049920	-0.009484	-0.100299	-0.054794	1.116279
2		-0.024790	-0.028102	-0.024878	0.037447	0.006231	-0.016375	0.063873	0.023662	0.930233
3		0.040274	0.004970	0.040966	-0.019383	0.010843	-0.018853	-0.018137	-0.018495	1.023256
0		-0.013127	0.008697	-0.012577	0.042929	0.014989	0.027089	0.082456	0.054675	0.923077
1		0.032592	0.008130	0.031492	-0.101627	-0.034620	-0.015132	-0.107379	-0.061093	1.128205
2		-0.013678	0.023563	-0.012865	-0.004298	-0.008610	0.027914	-0.015164	0.006450	1.025641
3		-0.011510	-0.044814	-0.011619	0.086058	0.036891	-0.039609	0.065635	0.012828	0.923077
0		0.030425	-0.020219	0.025996	-0.005649	0.010323	-0.009409	-0.021970	-0.015681	1.025641
1		-0.021847	0.018820	-0.021683	-0.004507	-0.013176	0.011469	-0.022424	-0.005455	1.025641
2		-0.060358	-0.023468	-0.057553	0.018470	-0.019899	-0.012856	0.073841	0.030435	0.923077
3		0.045744	0.022521	0.047485	-0.006467	0.020763	0.009510	-0.022063	-0.006256	1.025641
0		0.036575	0.070473	0.038143	0.072385	0.055026	0.070106	0.056801	0.063472	0.952381
1		-0.012273	-0.010979	-0.009816	-0.010472	-0.010140	-0.014910	-0.039079	-0.026961	1.047619
2		0.004249	-0.044541	0.000167	-0.100315	-0.049375	-0.057744	-0.120196	-0.088884	1.142857
3		-0.031305	-0.005497	-0.030607	0.066125	0.017086	0.017319	0.144912	0.080941	0.857143
0		-0.023977	0.027393	-0.023070	0.002030	-0.010565	0.027607	0.050651	0.039114	0.952381
1		0.005314	-0.032348	0.004687	-0.038523	-0.016840	-0.040328	-0.042573	-0.041449	1.047619
2		0.021016	0.034997	0.021482	-0.002328	0.009620	0.032360	-0.042917	-0.005229	1.047619
3		-0.004987	-0.030308	-0.005717	0.042906	0.018507	-0.018842	0.043388	0.012232	0.952381
0		-0.023141	0.009877	-0.022124	0.009718	-0.006266	0.004252	0.024506	0.014376	0.975610
1		0.001820	-0.019017	0.000712	-0.059784	-0.029417	-0.028955	-0.067562	-0.048252	1.073171
2		0.006623	0.009373	0.005521	0.022912	0.014182	0.029233	0.025827	0.027530	0.975610
3		0.014515	0.001669	0.015820	0.033133	0.024442	-0.001635	0.023985	0.011171	0.975610
0		-0.002260	-0.022566	0.000478	0.298551	0.150311	-0.004449	0.218178	0.105184	0.761905
1		-0.017583	-0.023731	-0.016921	0.032915	0.008130	-0.018414	0.062226	0.021298	0.952381
2		0.015511	0.024787	0.014617	0.026453	0.020567	0.045313	0.081053	0.062914	0.952381
3		0.002771	0.012141	0.001373	-0.213007	-0.106390	-0.016671	-0.227016	-0.120256	1.333333
0		-0.015808	0.012341	-0.015131	-0.015433	-0.015282	0.013752	-0.023567	-0.004894	1.025641
1		0.000974	0.003747	0.000903	0.060749	0.030761	0.014087	0.077832	0.045936	0.923077
2		0.013340	-0.021204	0.010354	-0.020751	-0.005165	-0.017438	-0.023310	-0.020372	1.025641
3		0.001592	0.005491	0.003964	-0.018490	-0.007239	-0.008992	-0.023172	-0.016077	1.025641
0		-0.009381	0.013779	-0.007999	-0.038041	-0.023029	0.014160	-0.047935	-0.016854	1.052632
1		0.011998	-0.006944	0.011774	0.045313	0.028554	-0.001233	0.050966	0.024838	0.947368
2		-0.052121	-0.024678	-0.050735	-0.051555	-0.051145	-0.032338	-0.046999	-0.039661	1.052632
3		0.056337	0.019054	0.053487	0.054238	0.053863	0.021430	0.054516	0.037955	0.947368
0		0.064197	0.060758	0.065474	-0.024202	0.020654	0.045521	-0.020659	0.012504	1.025641
1		-0.005235	0.015699	-0.002384	-0.019811	-0.011094	0.002315	-0.019518	-0.008577	1.025641
2		-0.026555	-0.067705	-0.031044	0.079538	0.024224	-0.038617	0.066836	0.013993	0.923077
3		-0.035062	-0.015523	-0.035151	-0.027571	-0.031362	-0.013081	-0.019976	-0.016520	1.025641
0		0.011283	0.008703	0.012202	-0.076385	-0.031518	-0.011475	-0.091848	-0.051480	1.111111
1		-0.034878	-0.056623	-0.037585	-0.073453	-0.055287	-0.053434	-0.090379	-0.071823	1.111111
2		0.017812	0.046763	0.019362	0.177959	0.097634	0.076928	0.247474	0.161817	0.777778
3		0.012362	0.016873	0.013144	0.028074	0.020512	0.012288	0.009994	0.011146	1.000000
0		-0.004256	-0.024130	-0.004165	0.002247	-0.000963	-0.029689	-0.000962	-0.015332	1.000000
1		-0.033855	-0.035853	-0.033946	-0.018151	-0.026058	-0.030307	-0.001072	-0.015696	1.000000
2		0.027724	0.025776	0.027775	0.007426	0.017612	0.023660	0.001145	0.012408	1.000000
3		0.010386	0.034207	0.010337	0.008478	0.009409	0.036336	0.000889	0.018620	1.000000
0		-0.038864	-0.011789	-0.038474	-0.029133	-0.033814	-0.002079	-0.021586	-0.011818	1.025641
1		0.039847	0.036264	0.040315	-0.015043	0.012699	0.023191	-0.022115	0.000572	1.025641
2		0.015383	-0.003190	0.014175	-0.020572	-0.003159	-0.003479	-0.021562	-0.012507	1.025641
3		-0.018184	-0.023649	-0.017796	0.071942	0.026972	-0.019593	0.072514	0.026392	0.923077
0		-0.012715	-0.060635	-0.015817	0.079438	0.031896	-0.046625	0.063711	0.008402	0.923077
1		0.043795	0.036468	0.043980	-0.019656	0.012105	0.048187	-0.019984	0.014189	1.025641
2		-0.025323	0.009464	-0.024718	-0.028388	-0.026556	0.000719	-0.018539	-0.008885	1.025641
3		-0.007029	0.008640	-0.005027	-0.023451	-0.014255	-0.006944	-0.018816	-0.012865	1.025641
0		0.012795	0.017867	0.012901	0.012786	0.012844	0.014182	0.000967	0.007577	1.000000
1		-0.009521	-0.012355	-0.010160	0.007012	-0.001611	-0.005633	0.000537	-0.002549	1.000000
2		-0.070138	-0.056641	-0.069805	-0.028514	-0.049249	-0.042512	-0.002249	-0.022388	1.000000
3		0.066864	0.051130	0.067064	0.008715	0.038016	0.033964	0.000745	0.017360	1.000000
0		-0.042968	0.001004	-0.040073	-0.002848	-0.021640	-0.006915	0.006347	-0.000308	1.000000
1		-0.034689	-0.009682	-0.033195	-0.001133	-0.017319	0.010276	0.008207	0.009245	1.000000
2		-0.000891	-0.045161	-0.005196	-0.150440	-0.077118	-0.062394	-0.160691	-0.111367	1.200000
3		0.098409	0.078589	0.099379	0.230637	0.164375	0.089389	0.222845	0.155878	0.800000
0		0.019796	0.004096	0.020115	-0.020402	-0.000096	-0.009505	-0.022468	-0.015980	1.025641
1		-0.018325	-0.005125	-0.018080	0.047476	0.014621	0.007032	0.076373	0.041668	0.923077
2		-0.026070	-0.031832	-0.026684	-0.020853	-0.023775	-0.027790	-0.023209	-0.025502	1.025641
3		0.022766	0.032348	0.022840	-0.001474	0.010712	0.030966	-0.023058	0.003981	1.025641
0		0.027039	0.009060	0.027353	-0.044470	-0.008454	-0.010358	-0.034990	-0.022593	1.052632
1		0.067069	0.065138	0.069122	0.250440	0.159518	0.086706	0.296473	0.190904	0.736842
2		-0.059122	-0.025785	-0.058777	-0.087215	-0.072955	-0.026913	-0.125000	-0.075636	1.157895
3		-0.008953	-0.026293	-0.011084	-0.034901	-0.022958	-0.020732	-0.035041	-0.027840	1.052632
0		-0.008923	-0.007819	-0.009605	-0.204672	-0.107189	-0.032010	-0.193889	-0.112054	1.268293
1		0.002097	0.038859	0.005072	0.018422	0.011751	0.029593	0.048785	0.039083	0.975610
2		0.021196	0.023903	0.022484	0.023698	0.023091	0.030112	0.048829	0.039367	0.975610
3		-0.014616	-0.065746	-0.018837	0.279942	0.130629	-0.022615	0.193052	0.084025	0.780488
0		-0.032143	-0.038475	-0.032943	-0.042244	-0.037588	-0.023696	-0.044892	-0.034268	1.052632
1		0.040246	0.032529	0.040233	0.160984	0.100537	0.043384	0.169314	0.106196	0.842105
2		0.004595	0.002823	0.005128	-0.047749	-0.021279	-0.006284	-0.045184	-0.025687	1.052632
3		-0.004648	0.009629	-0.004371	-0.038795	-0.021563	-0.004728	-0.045375	-0.025002	1.052632
0		-0.029403	-0.016715	-0.027562	-0.245300	-0.133436	-0.066916	-0.253443	-0.158119	1.400000
1		-0.006905	0.006519	-0.005020	0.369707	0.177189	0.064060	0.423527	0.239823	0.600000
2		0.052530	0.026212	0.049805	0.067352	0.058337	0.050780	0.054492	0.052595	1.000000
3		-0.007223	-0.006723	-0.008206	0.054244	0.022160	0.004467	0.046211	0.024878	1.000000
0		-0.005886	-0.040023	-0.008294	-0.101537	-0.054599	-0.047807	-0.108961	-0.078304	1.128205
1		0.050620	0.059052	0.052164	0.162797	0.107106	0.067924	0.196393	0.131990	0.820513
2		-0.030769	-0.003553	-0.030116	-0.014393	-0.022308	-0.004435	-0.018791	-0.011594	1.025641
3		-0.003253	0.000336	-0.002492	-0.004154	-0.003317	0.002683	-0.018466	-0.007863	1.025641
0		0.039017	-0.009977	0.036160	0.009749	0.023019	-0.010879	-0.000179	-0.005530	1.000000
1		-0.008810	0.018053	-0.008600	0.004782	-0.001941	0.017049	0.000152	0.008601	1.000000
2		-0.051828	-0.022757	-0.051383	-0.026461	-0.038982	-0.011789	-0.000179	-0.005984	1.000000
3		0.021621	0.014682	0.023823	0.011929	0.017905	0.005619	0.000206	0.002913	1.000000
0		0.021692	0.060245	0.022443	0.000020	0.011221	0.052471	-0.045423	0.003641	1.052632
1		0.042064	-0.008501	0.039680	0.053492	0.046593	-0.008344	0.050894	0.021204	0.947368
2		-0.055542	-0.044481	-0.054804	-0.013327	-0.034045	-0.021543	0.047937	0.013114	0.947368
3		-0.009562	-0.012561	-0.008832	-0.036168	-0.022513	-0.025572	-0.043525	-0.034527	1.052632
0		0.017202	-0.020607	0.014077	-0.119804	-0.051859	-0.040679	-0.141764	-0.091102	1.170732
1		-0.017451	0.010221	-0.014236	0.038489	0.011731	-0.006385	0.025555	0.009547	0.975610
2		-0.010272	-0.017361	-0.010620	0.041966	0.015279	0.000494	0.026622	0.013527	0.975610
3		0.007867	0.035409	0.008847	0.070345	0.039134	0.060784	0.131045	0.095831	0.878049
0		-0.012702	-0.036824	-0.013110	-0.023810	-0.018457	-0.046067	-0.025465	-0.035771	1.025641
1		-0.011950	-0.036776	-0.014228	-0.020522	-0.017373	-0.021875	-0.023816	-0.022845	1.025641
2		0.022284	0.050593	0.023489	0.059906	0.041686	0.045631	0.081380	0.063496	0.923077
3		0.004597	0.028066	0.006197	-0.009582	-0.001688	0.026874	-0.023961	0.001470	1.025641
0		-0.003550	0.037019	-0.002751	0.015287	0.006225	0.034495	0.025843	0.030171	0.975610
1		-0.042870	-0.031042	-0.041583	0.000906	-0.020439	-0.016988	0.022793	0.002896	0.975610
2		0.085750	0.025501	0.082573	0.034749	0.058774	0.028778	0.025720	0.027250	0.975610
3		-0.035755	-0.028617	-0.034762	-0.046311	-0.040509	-0.042078	-0.067596	-0.054833	1.073171
0		0.036082	0.059011	0.038375	0.070273	0.054262	0.057650	0.082556	0.070102	0.923077
1		-0.024109	-0.008020	-0.023211	-0.016298	-0.019768	-0.006945	-0.024793	-0.015868	1.025641
2		0.042329	-0.022832	0.036857	-0.017347	0.009861	-0.022755	-0.024757	-0.023756	1.025641
3		-0.050695	-0.022257	-0.048184	-0.029601	-0.038929	-0.022185	-0.024751	-0.023468	1.025641
0		-0.049384	-0.026368	-0.048050	-0.071510	-0.059738	-0.028670	-0.086457	-0.057493	1.100000
1		-0.060825	-0.025605	-0.060248	-0.029191	-0.044776	-0.016293	0.003526	-0.006407	1.000000
2		0.010842	-0.025148	0.009344	0.111783	0.060378	-0.014091	0.095570	0.040606	0.900000
3		0.105389	0.077244	0.104694	0.007247	0.056147	0.060512	0.005563	0.033105	1.000000
0		0.030521	0.007693	0.032627	0.136704	0.084390	0.008868	0.120913	0.064736	0.878049
1		0.062459	0.026934	0.059208	-0.058262	0.000784	0.011233	-0.063036	-0.025799	1.073171
2		-0.032105	-0.017722	-0.031793	-0.043214	-0.037473	-0.022239	-0.062001	-0.042065	1.073171
3		-0.060859	-0.017057	-0.059520	-0.011411	-0.035593	0.004125	0.028718	0.016388	0.975610
0		0.008470	0.015131	0.008571	0.052331	0.030213	0.039431	0.076068	0.057699	0.930233
1		-0.047938	-0.029799	-0.047182	0.046089	-0.001052	-0.029712	0.060501	0.015268	0.930233
2		0.044401	0.018361	0.043870	-0.084513	-0.019625	0.000385	-0.099160	-0.049249	1.116279
3		-0.012558	-0.006696	-0.012758	0.002723	-0.005101	-0.009255	-0.015979	-0.012608	1.023256
0		-0.027428	-0.016281	-0.026623	0.032723	0.002593	-0.008863	0.046251	0.018624	0.952381
1		0.012130	0.056922	0.012474	0.080804	0.046113	0.077416	0.157236	0.117225	0.857143
2		-0.004229	-0.005194	-0.003049	-0.073600	-0.037781	-0.023487	-0.120542	-0.071891	1.142857
3		0.019624	-0.026106	0.017322	-0.015570	0.001129	-0.029660	-0.039194	-0.034415	1.047619
0		-0.032531	0.004397	-0.031961	-0.014466	-0.023257	0.015392	0.005517	0.010465	1.000000
1		-0.006086	-0.006177	-0.004721	0.082674	0.038758	-0.003589	0.095596	0.045896	0.900000
2		0.042042	0.002001	0.039436	0.010049	0.024816	-0.003669	0.004067	0.000190	1.000000
3		-0.003667	-0.000762	-0.002933	-0.063628	-0.033128	-0.007720	-0.086927	-0.047237	1.100000
0		-0.032984	-0.009221	-0.031507	-0.025648	-0.028579	-0.023323	-0.021919	-0.022622	1.023256
1		0.086296	0.044686	0.085965	0.076440	0.081206	0.031164	0.072365	0.051756	0.930233
2		-0.024324	-0.000091	-0.024322	-0.022578	-0.023450	0.019527	-0.021895	-0.001175	1.023256
3		-0.021143	-0.031312	-0.022322	-0.021265	-0.021794	-0.024534	-0.021973	-0.023254	1.023256
0		0.008308	0.036684	0.009616	0.012795	0.011199	0.032608	0.001051	0.016838	1.000000
1		0.039138	0.024113	0.038047	0.014635	0.026386	0.027453	0.001139	0.014303	1.000000
2		-0.082786	-0.060779	-0.081490	-0.035188	-0.058428	-0.049041	-0.002797	-0.025931	1.000000
3		0.035339	-0.000018	0.033827	0.007758	0.020843	-0.011020	0.000607	-0.005209	1.000000
0		0.006071	-0.019716	0.006022	0.396758	0.202500	0.012856	0.308286	0.158164	0.685714
1		0.073632	0.043091	0.072634	0.081389	0.077036	0.069065	0.125027	0.096591	0.914286
2		-0.017747	-0.010512	-0.017933	-0.157820	-0.088274	-0.027426	-0.178195	-0.101582	1.257143
3		-0.043027	-0.011080	-0.041993	-0.129564	-0.086027	-0.032797	-0.088979	-0.060430	1.142857
0		-0.021260	-0.026463	-0.020694	0.087014	0.033067	-0.024020	0.068335	0.021986	0.923077
1		-0.000227	-0.003383	-0.000848	0.072030	0.035528	0.019573	0.080043	0.049695	0.923077
2		-0.001938	-0.003488	-0.001450	-0.021522	-0.011468	-0.006615	-0.015819	-0.011200	1.025641
3		0.019342	0.027590	0.018943	-0.110562	-0.045697	0.009653	-0.107019	-0.048466	1.128205
0		-0.044874	-0.003506	-0.044837	0.111631	0.031346	0.044846	0.276761	0.159784	0.736842
1		0.012594	0.012932	0.013115	-0.084317	-0.034324	-0.012116	-0.121038	-0.066098	1.157895
2		0.030222	0.014376	0.028236	0.013451	0.021038	0.017523	-0.029061	-0.005564	1.052632
3		-0.012664	-0.026147	-0.011276	0.001155	-0.005224	-0.035588	-0.031529	-0.033577	1.052632
0		-0.016715	0.022616	-0.015877	-0.013389	-0.014636	0.022315	-0.024255	-0.000961	1.025641
1		0.031612	0.057071	0.032350	0.053105	0.042698	0.065298	0.083017	0.074154	0.923077
2		-0.010283	-0.050272	-0.011396	-0.019481	-0.015427	-0.051748	-0.025994	-0.038876	1.025641
3		-0.001453	-0.023707	-0.001842	-0.014924	-0.008365	-0.029335	-0.024466	-0.026902	1.025641
0		0.014097	-0.009226	0.013313	-0.054020	-0.020099	-0.026679	-0.067313	-0.046987	1.073171
1		-0.049257	-0.023970	-0.048163	-0.005121	-0.026804	-0.018476	0.022311	0.001908	0.975610
2		-0.010719	0.037600	-0.007617	0.023842	0.007994	0.030668	0.026165	0.028417	0.975610
3		0.044469	-0.003482	0.041135	0.040700	0.040919	0.017155	0.025569	0.021360	0.975610
0		0.017751	0.044067	0.019684	-0.037306	-0.008848	0.022273	-0.064498	-0.021026	1.073171
1		0.016490	0.040885	0.016653	0.016911	0.016782	0.048945	0.030675	0.039828	0.975610
2		-0.001982	-0.045232	-0.003719	0.022291	0.009303	-0.045635	0.018333	-0.013714	0.975610
3		-0.034035	-0.044127	-0.034586	0.001834	-0.016352	-0.027810	0.021939	-0.002985	0.975610
0		0.028137	0.009498	0.024884	-0.189838	-0.081352	-0.013947	-0.197998	-0.105189	1.268293
1		-0.025181	0.004974	-0.023597	0.091314	0.033256	0.023114	0.125782	0.074011	0.878049
2		-0.053617	-0.038688	-0.053786	0.017890	-0.018324	-0.025935	0.031008	0.002294	0.975610
3		0.044113	0.024293	0.047416	0.163019	0.104611	0.025848	0.125761	0.075379	0.878049
0		0.019912	0.020254	0.019656	-0.037931	-0.009194	0.020625	-0.065590	-0.022422	1.073171
1		0.012648	0.010765	0.013419	0.020974	0.017204	0.000468	0.025177	0.012806	0.975610
2		-0.020874	-0.026096	-0.021314	0.005480	-0.007891	-0.013393	0.023178	0.004867	0.975610
3		-0.013677	-0.006949	-0.013726	0.015270	0.000801	-0.009763	0.023793	0.006992	0.975610
0		-0.021944	0.022967	-0.021914	-0.022218	-0.022066	0.034884	-0.023374	0.005779	1.025641
1		0.013593	0.000484	0.013496	-0.014882	-0.000688	-0.007450	-0.022645	-0.015041	1.025641
2		0.032446	0.029128	0.032454	0.068298	0.050371	0.035166	0.080473	0.057801	0.923077
3		-0.020850	-0.049666	-0.020790	-0.024369	-0.022579	-0.059084	-0.026407	-0.042759	1.025641
0		-0.089215	-0.070201	-0.088953	-0.024474	-0.056990	-0.055495	0.015969	-0.019820	0.975610
1		0.043602	0.035729	0.044165	-0.052026	-0.003517	0.012728	-0.065173	-0.026160	1.073171
2		0.016437	0.025969	0.016582	0.039037	0.027713	0.030928	0.028757	0.029844	0.975610
3		0.024816	0.004929	0.023789	0.042665	0.033146	0.010566	0.026964	0.018752	0.975610
0		-0.032284	-0.033166	-0.031904	0.010519	-0.010630	-0.033863	0.020793	-0.006563	0.975610
1		0.009448	-0.010287	0.008812	0.018935	0.013888	-0.010316	0.024132	0.006891	0.975610
2		0.035703	0.042724	0.035125	0.025053	0.030074	0.058506	0.027954	0.043246	0.975610
3		-0.011698	0.000663	-0.010939	-0.049552	-0.030303	-0.013025	-0.066254	-0.039612	1.073171
0		-0.051489	-0.013562	-0.051824	-0.041208	-0.046520	-0.007273	-0.023040	-0.015150	1.025641
1		-0.006867	-0.016148	-0.007768	-0.020777	-0.014268	-0.013016	-0.023100	-0.018054	1.025641
2		0.022867	0.010440	0.022350	-0.014363	0.004006	0.012881	-0.023404	-0.005247	1.025641
3		0.039431	0.021412	0.041379	0.084831	0.063090	0.008231	0.077271	0.042723	0.923077
0		-0.061101	-0.034274	-0.059444	0.011840	-0.024623	-0.035613	0.007048	-0.014431	1.000000
1		-0.030557	-0.026731	-0.030034	0.028490	-0.001446	-0.008425	0.012531	0.001980	1.000000
2		-0.001859	0.023735	0.000226	0.140660	0.068826	0.052696	0.208043	0.129830	0.800000
3		0.077621	0.035014	0.074414	-0.127382	-0.024160	0.001568	-0.155011	-0.076178	1.200000
0		-0.017519	-0.021836	-0.015343	0.084830	0.034709	-0.025113	0.069863	0.022265	0.923077
1		-0.060041	-0.064345	-0.060225	-0.036021	-0.048131	-0.053201	-0.023510	-0.038390	1.025641
2		0.092204	0.071974	0.090879	-0.020874	0.035041	0.060340	-0.020480	0.020024	1.025641
3		-0.016396	0.012024	-0.016845	-0.019452	-0.018148	0.015463	-0.018887	-0.001672	1.025641
0		0.017094	-0.002315	0.016220	-0.130609	-0.056546	-0.025452	-0.139217	-0.082115	1.170732
1		-0.003691	-0.025581	-0.007629	0.033804	0.012904	0.002057	0.029860	0.015905	0.975610
2		-0.030757	-0.018107	-0.030351	0.091548	0.030060	0.000067	0.115382	0.057502	0.878049
3		0.010860	0.044655	0.015481	0.040534	0.027897	0.028425	0.033357	0.030881	0.975610
0		-0.002676	0.023220	-0.000981	0.004991	0.001997	0.005294	0.000022	0.002658	1.000000
1		-0.030861	-0.021516	-0.031310	-0.010134	-0.020750	-0.007489	-0.000067	-0.003778	1.000000
2		-0.009015	-0.014211	-0.010111	-0.000257	-0.005197	0.002499	0.000025	0.001262	1.000000
3		0.042552	0.012507	0.042402	0.005399	0.023950	-0.000305	0.000020	-0.000142	1.000000
0		0.016182	-0.004800	0.015055	0.001428	0.008246	-0.007156	0.000268	-0.003446	1.000000
1		0.038812	0.034197	0.037723	0.008311	0.023028	0.035897	0.000600	0.018253	1.000000
2		-0.024251	-0.009831	-0.024488	-0.006917	-0.015709	0.002156	0.000670	0.001414	1.000000
3		-0.030743	-0.019565	-0.028290	-0.002822	-0.015565	-0.030897	-0.001537	-0.016221	1.000000
0		0.065083	0.035886	0.064093	0.023641	0.044097	0.029186	0.003830	0.016525	1.000000
1		-0.009187	0.019105	-0.008754	0.054108	0.022320	0.033927	0.103867	0.068850	0.900000
2		-0.037881	-0.029377	-0.037440	0.004651	-0.016634	-0.029656	-0.000028	-0.014862	1.000000
3		-0.017212	-0.021549	-0.017068	-0.069991	-0.043228	-0.027332	-0.088439	-0.057844	1.100000
0		0.040543	0.011508	0.038572	0.019209	0.028863	0.011606	0.029531	0.020541	0.975610
1		0.038357	0.023015	0.039047	0.019221	0.029106	0.024037	0.031080	0.027548	0.975610
2		-0.012465	-0.006121	-0.011995	0.084796	0.036538	0.014023	0.120229	0.066966	0.878049
3		-0.056401	-0.024179	-0.055686	-0.095622	-0.075711	-0.040220	-0.140681	-0.090299	1.170732
